uid,x,y,name_jp,name_en,attribute,obj_name_en,obj_attributes,category,categories,importance,category_pin,contents,memo_jp,memo_en,updated_at,link_url_jp,link_url_en,marker_display_style,parent_uid,parent_type
p_1776239454,1400.670680965454,2726.841863315073,,Lyon Mtn. Quarantine Center,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""HOSPITAL"", ""item_name_jp"": ""病院"", ""item_name_en"": ""Hospital"", ""qty"": ""1"", ""attributes"": {}}]",,POI,,,,2026-04-15T17:51:07,,,,,
p_1776243946,1215.7238616430373,4304.001984936038,,,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""WATER_TOWER"", ""item_name_jp"": ""給水塔"", ""item_name_en"": ""Water Tower"", ""qty"": ""1"", ""attributes"": {}}]",,POI,,,,2026-04-15T18:05:46,,,,,
p_1776244022,1233.5701481906078,4269.179962404192,,,DEPLOYABLES,Deployables,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}]",,DEPLOYABLES,,,,2026-04-15T18:07:10,,,,p_1775800259,inside
p_1776244464,1485.1592609831876,3621.925618593524,,,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""STORAGE"", ""item_name_jp"": ""倉庫"", ""item_name_en"": ""Storage"", ""qty"": ""1"", ""attributes"": {}}]",1,POI,,,,2026-04-15T18:14:31,,,,,
p_1776244864,1497.3469688693333,3622.360893875172,,,DEPLOYABLES,Deployables,,資源コンテナ,"[{""cat_id"": ""RESOURCE_CONTAINER"", ""category"": ""資源コンテナ"", ""cat_name_en"": ""Resource Container"", ""item_id"": ""LIMESTONE_BRICK_PILE"", ""item_name_jp"": ""石灰岩レンガの山"", ""item_name_en"": ""Limestone Brick Pile"", ""qty"": ""5"", ""attributes"": {}}, {""cat_id"": ""RESOURCE_CONTAINER"", ""category"": ""資源コンテナ"", ""cat_name_en"": ""Resource Container"", ""item_id"": ""CONCRETE_PIPE"", ""item_name_jp"": ""コンクリートパイプ"", ""item_name_en"": ""Concrete Pipe"", ""qty"": ""6"", ""attributes"": {}}]",2,DEPLOYABLES,,,,2026-04-17T17:37:28,,,,p_1776244464,inside
p_1776246235,1372.1104486729082,3368.4111149116884,,,RESOURCE,Resource,,採掘ノード,"[{""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""BOG_IRON_DEPOSIT"", ""item_name_jp"": ""Bog Iron Deposit"", ""item_name_en"": ""Bog Iron Deposit"", ""qty"": ""6"", ""attributes"": {}}]",2,RESOURCE,,,,2026-04-16T16:21:33,,,,p_1775462524,inside
p_1776246449,1354.298209239971,3002.3932297286938,,,ITEMS,Items,,武器,"[{""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""SLEDGE_HAMMER"", ""item_name_jp"": ""スレッジハンマー"", ""item_name_en"": ""Sledge Hammer"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true}}]",,ITEMS,,,,2026-04-17T09:44:40,,,,p_1775783956,inside
p_1776246602,1356.1258721404297,3018.3852801077082,,,DEPLOYABLES,Deployables,,装備,"[{""cat_id"": ""GEAR"", ""category"": ""装備"", ""cat_name_en"": ""Gear"", ""item_id"": ""HEADLAMP"", ""item_name_jp"": ""ヘッドランプ"", ""item_name_en"": ""Headlamp"", ""qty"": ""1"", ""attributes"": {}}]",1,DEPLOYABLES,,,,2026-04-17T09:19:42,,,,p_1775783956,inside
p_1776315123,1488.4535957340026,2918.4278318341217,納屋,Barn,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""FARM"", ""item_name_jp"": ""農場・牧場"", ""item_name_en"": ""Farm"", ""qty"": ""1"", ""attributes"": {}}]",1,POI,,,,2026-04-16T13:52:03,,,,,
p_1776315970,1356.7530528970094,2884.1340162000592,,,DEPLOYABLES,Deployables,,装備コンテナ,"[{""cat_id"": ""EQUIPMENT_CONTAINER"", ""category"": ""装備コンテナ"", ""cat_name_en"": ""Equipment Container"", ""item_id"": ""FIRE_DEPT_EQUIPMENT_LOCKER"", ""item_name_jp"": ""Fire Dept Equipment Locker"", ""item_name_en"": ""Fire Dept Equipment Locker"", ""qty"": ""4"", ""attributes"": {}}]",,DEPLOYABLES,,,,2026-04-16T14:06:19,,,,p_1775382025,inside
p_1776316975,1698.1877602238858,2810.09641275143,,,DEPLOYABLES,Deployables,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""FOOT_LCOKER"", ""item_name_jp"": ""フットロッカー"", ""item_name_en"": ""Foot Lcoker"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": true}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""EXPLOSIVE_BOX"", ""item_name_jp"": ""爆発物ボックス"", ""item_name_en"": ""Explosive Box"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": true}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""DUFFLE_BAG"", ""item_name_jp"": ""ダッフルバッグ"", ""item_name_en"": ""Duffle Bag"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": true}}]",,DEPLOYABLES,,,,2026-04-16T14:34:31,,,,p_1775798444,inside
p_1776317738,1678.8631446050915,2819.6100696714516,,,RESOURCE,Resource,,採掘ノード,"[{""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""COAL_VEIN"", ""item_name_jp"": ""石炭の鉱脈"", ""item_name_en"": ""Coal Vein"", ""qty"": ""13"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""HEMATITE_VEIN"", ""item_name_jp"": ""ヘマタイトの鉱脈"", ""item_name_en"": ""Hematite Vein"", ""qty"": ""2"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""CHARCOPYRITEVEIN"", ""item_name_jp"": ""黄銅鉱の鉱脈"", ""item_name_en"": ""Charcopyrite　Vein"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""BAUXITE"", ""item_name_jp"": ""ボーキサイト"", ""item_name_en"": ""Bauxite"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""SANDSTONE_DEPOSITE"", ""item_name_jp"": ""砂岩の鉱床"", ""item_name_en"": ""Sandstone Deposite"", ""qty"": ""3"", ""attributes"": {}}]",,RESOURCE,,,,2026-04-16T14:41:49,,,,p_1775798444,inside
p_1776318520,1789.3924784837823,2685.3917999267246,,,DEPLOYABLES,Deployables,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""EXPLOSIVE_BOX"", ""item_name_jp"": ""爆発物ボックス"", ""item_name_en"": ""Explosive Box"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": false, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": true}}]",,DEPLOYABLES,,,,2026-04-16T14:48:45,,,,p_1775722023,inside
p_1776318617,1750.8212453326607,2684.870567046304,,,RESOURCE,Resource,,採掘ノード,"[{""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""COAL_VEIN"", ""item_name_jp"": ""石炭の鉱脈"", ""item_name_en"": ""Coal Vein"", ""qty"": ""10"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""HEMATITE_VEIN"", ""item_name_jp"": ""ヘマタイトの鉱脈"", ""item_name_en"": ""Hematite Vein"", ""qty"": ""4"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""SANDSTONE_DEPOSITE"", ""item_name_jp"": ""砂岩の鉱床"", ""item_name_en"": ""Sandstone Deposite"", ""qty"": ""3"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""BAUXITE"", ""item_name_jp"": ""ボーキサイト"", ""item_name_en"": ""Bauxite"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""CHARCOPYRITEVEIN"", ""item_name_jp"": ""黄銅鉱の鉱脈"", ""item_name_en"": ""Charcopyrite　Vein"", ""qty"": ""1"", ""attributes"": {}}]",,RESOURCE,,,,2026-04-16T14:50:17,,,,p_1775722023,inside
p_1776320514,1913.4015905025176,2534.4884355778713,,,DEPLOYABLES,Deployables,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""FOOT_LCOKER"", ""item_name_jp"": ""フットロッカー"", ""item_name_en"": ""Foot Lcoker"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""EXPLOSIVE_BOX"", ""item_name_jp"": ""爆発物ボックス"", ""item_name_en"": ""Explosive Box"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""DUFFLE_BAG"", ""item_name_jp"": ""ダッフルバッグ"", ""item_name_en"": ""Duffle Bag"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": true, ""special_rule_enabled_3"": false}}]",,DEPLOYABLES,,,,2026-04-16T15:22:03,,,,p_1775798751,inside
p_1776320736,1911.5094752090663,2578.0070873272484,,,RESOURCE,Resource,,採掘ノード,"[{""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""GRAPHITE_VEIN"", ""item_name_jp"": ""グラファイトの鉱脈"", ""item_name_en"": ""Graphite Vein"", ""qty"": ""5"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""HEMATITE_VEIN"", ""item_name_jp"": ""ヘマタイトの鉱脈"", ""item_name_en"": ""Hematite Vein"", ""qty"": ""7"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""LIMESTONE_VEIN"", ""item_name_jp"": ""石灰岩の鉱脈"", ""item_name_en"": ""Limestone Vein"", ""qty"": ""11"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""COAL_VEIN"", ""item_name_jp"": ""石炭の鉱脈"", ""item_name_en"": ""Coal Vein"", ""qty"": ""5"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""SANDSTONE_DEPOSITE"", ""item_name_jp"": ""砂岩の鉱床"", ""item_name_en"": ""Sandstone Deposite"", ""qty"": ""5"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""CHARCOPYRITEVEIN"", ""item_name_jp"": ""黄銅鉱の鉱脈"", ""item_name_en"": ""Charcopyrite Vein"", ""qty"": ""2"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""BAUXITE"", ""item_name_jp"": ""ボーキサイト"", ""item_name_en"": ""Bauxite"", ""qty"": ""1"", ""attributes"": {}}]",,RESOURCE,,,,2026-04-16T18:37:23,,,,p_1775798751,inside
p_1776321651,1363.6914408630523,3219.9465094195416,,,DEPLOYABLES,Deployables,,医療品コンテナ,"[{""cat_id"": ""MEDICAL_CONTAINER"", ""category"": ""医療品コンテナ"", ""cat_name_en"": ""Medical Container"", ""item_id"": ""MEDICAL_CRATE"", ""item_name_jp"": ""医薬品箱"", ""item_name_en"": ""Medical Crate"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": false}}, {""cat_id"": ""MEDICAL_CONTAINER"", ""category"": ""医療品コンテナ"", ""cat_name_en"": ""Medical Container"", ""item_id"": ""PARAMEDIC_BAG"", ""item_name_jp"": ""応急処置バッグ"", ""item_name_en"": ""Paramedic Bag"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": false}}, {""cat_id"": ""MEDICAL_CONTAINER"", ""category"": ""医療品コンテナ"", ""cat_name_en"": ""Medical Container"", ""item_id"": ""PHARMACY_CABINET"", ""item_name_jp"": ""薬棚"", ""item_name_en"": ""Pharmacy Cabinet"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": false}}]",,DEPLOYABLES,,,,2026-04-16T16:08:26,,,,p_1776323250,inside
p_1776323250,1368.8305554444798,3151.2494842364486,A1廃棄物集積場,Mass Dumo Site A1,POI,POI,,,,,POI,,,,2026-04-16T16:07:55,,,,,
p_1776323421,1332.3624533906254,3177.5494974969793,,,RESOURCE,Resource,,採掘ノード,"[{""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""LIMESTONE_VEIN"", ""item_name_jp"": ""石灰岩の鉱床"", ""item_name_en"": ""Limestone Deposit"", ""qty"": ""9"", ""attributes"": {}}]",,RESOURCE,,,,2026-04-16T16:10:29,,,,p_1776323250,inside
p_1776323657,1532.8952786460661,3564.8318281902966,,,RESOURCE,Resource,,採掘ノード,"[{""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""BOG_IRON_DEPOSIT"", ""item_name_jp"": ""Bog Iron Deposit"", ""item_name_en"": ""Bog Iron Deposit"", ""qty"": ""MANY"", ""attributes"": {}}]",,RESOURCE,,,,2026-04-16T16:14:23,,,,p_1775464474,inside
p_1776324540,1505.8187404115972,3427.199210863331,,,RESOURCE,Resource,,採掘ノード,"[{""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""HEMATITE_VEIN"", ""item_name_jp"": ""ヘマタイトの鉱脈"", ""item_name_en"": ""Hematite Vein"", ""qty"": ""4"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""SANDSTONE_DEPOSITE"", ""item_name_jp"": ""砂岩の鉱床"", ""item_name_en"": ""Sandstone Deposite"", ""qty"": ""3"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""LIMESTONE_VEIN"", ""item_name_jp"": ""石灰岩の鉱脈"", ""item_name_en"": ""Limestone Vein"", ""qty"": ""5"", ""attributes"": {}}]",,RESOURCE,,,,2026-04-17T09:59:28,,,,p_1775798314,inside
p_1776324579,1559.4356303178663,3429.704713976118,,,DEPLOYABLES,Deployables,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""DUFFLE_BAG"", ""item_name_jp"": ""ダッフルバッグ"", ""item_name_en"": ""Duffle Bag"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": false, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}]",,DEPLOYABLES,,,,2026-04-16T16:30:15,,,,p_1775798314,inside
p_1776325045,1813.386896668029,3232.0195263998357,,,RESOURCE,Resource,,採掘ノード,"[{""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""BOG_IRON_DEPOSIT"", ""item_name_jp"": ""沼鉄鉱の鉱床"", ""item_name_en"": ""Bog Iron Deposit"", ""qty"": ""8"", ""attributes"": {}}]",,RESOURCE,,,,2026-04-16T16:37:30,,,,p_1775464520,inside
p_1776326046,1853.6656372609862,2884.001140161193,,,RESOURCE,Resource,,採掘ノード,"[{""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""CHARCOPYRITEVEIN"", ""item_name_jp"": ""黄銅鉱の鉱脈"", ""item_name_en"": ""Charcopyrite　Vein"", ""qty"": ""1"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""SANDSTONE_DEPOSITE"", ""item_name_jp"": ""砂岩の鉱床"", ""item_name_en"": ""Sandstone Deposite"", ""qty"": ""4"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""BAUXITE"", ""item_name_jp"": ""ボーキサイト"", ""item_name_en"": ""Bauxite"", ""qty"": ""2"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""HEMATITE_VEIN"", ""item_name_jp"": ""ヘマタイトの鉱脈"", ""item_name_en"": ""Hematite Vein"", ""qty"": ""5"", ""attributes"": {}}, {""cat_id"": ""Mining Node"", ""category"": ""採掘ノード"", ""cat_name_en"": ""Mining Node"", ""item_id"": ""LIMESTONE_VEIN"", ""item_name_jp"": ""石灰岩の鉱脈"", ""item_name_en"": ""Limestone Vein"", ""qty"": ""10"", ""attributes"": {}}]",,RESOURCE,,,,2026-04-16T16:58:39,,,,p_1775465417,inside
p_1776326439,1932.831996334138,3068.1362271905978,,,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": ""1"", ""attributes"": {}}]",1,POI,,,,2026-04-16T17:01:01,,,,,
p_1776326473,1896.4741129079498,3074.586819411373,,,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": ""1"", ""attributes"": {}}]",1,POI,,,,2026-04-16T17:01:13,,,,,
p_1776326490,1876.5359187710078,3074.586819411373,,,EQUIPMENT_AND_VEHICLE,Equipment and Vehicle,,発電機,"[{""cat_id"": ""POWER_GENERATOR"", ""category"": ""発電機"", ""cat_name_en"": ""Power Generator"", ""item_id"": ""GAS_GENERATOR"", ""item_name_jp"": ""ガソリン発電機"", ""item_name_en"": ""Gas Generator"", ""qty"": ""1"", ""attributes"": {}}]",1,EQUIPMENT_AND_VEHICLE,,,,2026-04-17T13:40:01,,,,p_1776326473,near
p_1776386948,2117.861632714845,3042.3600249353212,,,ITEMS,Items,,武器,"[{""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""WOOD_AXE"", ""item_name_jp"": ""木製斧"", ""item_name_en"": ""Wood Axe"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}]",,ITEMS,,,,2026-04-17T09:49:17,,,,p_1775465323,inside
p_1776390083_7380,1956.680203347329,3067.940441233695,,,EQUIPMENT_AND_VEHICLE,Equipment and Vehicle,,発電機,"[{""cat_id"": ""POWER_GENERATOR"", ""category"": ""発電機"", ""cat_name_en"": ""Power Generator"", ""item_id"": ""GAS_GENERATOR"", ""item_name_jp"": ""ガソリン発電機"", ""item_name_en"": ""Gas Generator"", ""qty"": ""1"", ""attributes"": {}}]",1,EQUIPMENT_AND_VEHICLE,,,,2026-04-17T13:40:06,,,,p_1776326439,near
p_1776390223_7380,1928.4102291340432,2933.401283775281,,,POI,POI,,建物,"[{""cat_id"": ""BUILDING"", ""category"": ""建物"", ""cat_name_en"": ""Building"", ""item_id"": ""CABIN"", ""item_name_jp"": ""小屋"", ""item_name_en"": ""Cabin"", ""qty"": ""1"", ""attributes"": {}}]",1,POI,,,,2026-04-17T10:44:01,,,,,
p_1776390247_7380,1950.7150401121303,2934.038564088941,,,EQUIPMENT_AND_VEHICLE,Equipment and Vehicle,,発電機,"[{""cat_id"": ""POWER_GENERATOR"", ""category"": ""発電機"", ""cat_name_en"": ""Power Generator"", ""item_id"": ""GAS_GENERATOR"", ""item_name_jp"": ""ガソリン発電機"", ""item_name_en"": ""Gas Generator"", ""qty"": ""1"", ""attributes"": {}}]",1,EQUIPMENT_AND_VEHICLE,,,,2026-04-17T13:40:14,,,,p_1776390223_7380,near
p_1776390279_7380,1903.5562969013176,2937.224965657239,,,DEPLOYABLES,Container,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""FOOT_LCOKER"", ""item_name_jp"": ""フットロッカー"", ""item_name_en"": ""Foot Lcoker"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": false, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}]",,DEPLOYABLES,,,,2026-04-17T10:45:06,,,,p_1776390223_7380,inside
p_1776390698_7380,2283.375363842458,3052.5727024296325,,,DEPLOYABLES,Container,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}, {""cat_id"": ""TOOL_CONTAINER"", ""category"": ""ツールコンテナ"", ""cat_name_en"": ""Tool Container"", ""item_id"": ""STRONG_TOOLBOX"", ""item_name_jp"": ""頑丈なツールボックス"", ""item_name_en"": ""Strong Toolbox"", ""qty"": ""1"", ""attributes"": {}}]",,DEPLOYABLES,,,,2026-04-17T10:52:40,,,,p_1775802145,inside
p_1776390949_7380,2226.627151116721,2842.365499463457,,,ITEMS,Items,,武器,"[{""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""BOW"", ""item_name_jp"": ""弓"", ""item_name_en"": ""Bow"", ""qty"": ""3"", ""attributes"": {""special_rule_enabled_1"": true}}, {""cat_id"": ""GEAR"", ""category"": ""装備"", ""cat_name_en"": ""Gear"", ""item_id"": ""FISHING_ROD"", ""item_name_jp"": ""釣り竿"", ""item_name_en"": ""Fishing Rod"", ""qty"": ""8"", ""attributes"": {}}]",,ITEMS,,,,2026-04-17T11:00:07,,,,p_1775802206,inside
p_1776391127_7380,2287.614568476779,2843.538334412689,,,EQUIPMENT_AND_VEHICLE,Equipment and Vehicle,,発電機,"[{""cat_id"": ""POWER_GENERATOR"", ""category"": ""発電機"", ""cat_name_en"": ""Power Generator"", ""item_id"": ""GAS_GENERATOR"", ""item_name_jp"": ""ガソリン発電機"", ""item_name_en"": ""Gas Generator"", ""qty"": ""4"", ""attributes"": {}}]",1,EQUIPMENT_AND_VEHICLE,,,,2026-04-17T10:59:15,,,,p_1775802206,inside
p_1776391186_7380,2258.2936947459816,2815.390295631124,,,DEPLOYABLES,Container,,ツールコンテナ,"[{""cat_id"": ""TOOL_CONTAINER"", ""category"": ""ツールコンテナ"", ""cat_name_en"": ""Tool Container"", ""item_id"": ""STRONG_TOOLBOX"", ""item_name_jp"": ""頑丈なツールボックス"", ""item_name_en"": ""Strong Toolbox"", ""qty"": ""1"", ""attributes"": {}}]",2,DEPLOYABLES,,,,2026-04-17T11:00:21,,,,p_1775802206,inside
p_1776391570_7380,2275.88621898446,2606.6256746678496,,,DEPLOYABLES,Container,,武器コンテナ,"[{""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""WEAPON_CASE"", ""item_name_jp"": ""ウェポンケース"", ""item_name_en"": ""Weapon Case"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}, {""cat_id"": ""LOOT_CONTAINER"", ""category"": ""武器コンテナ"", ""cat_name_en"": ""Weapon Container"", ""item_id"": ""DUFFLE_BAG"", ""item_name_jp"": ""ダッフルバッグ"", ""item_name_en"": ""Duffle Bag"", ""qty"": ""2"", ""attributes"": {""special_rule_enabled_1"": true, ""special_rule_enabled_2"": false, ""special_rule_enabled_3"": false}}]",,DEPLOYABLES,,,,2026-04-17T11:12:46,,,,p_1775802236,inside
p_1776391605_7380,2311.657684936032,2575.5455485132047,,,ITEMS,Items,,武器,"[{""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""N870"", ""item_name_jp"": ""N870"", ""item_name_en"": ""N870"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}, {""cat_id"": ""WEAPON"", ""category"": ""武器"", ""cat_name_en"": ""Weapon"", ""item_id"": ""N1903"", ""item_name_jp"": ""N1903"", ""item_name_en"": ""N1903"", ""qty"": ""1"", ""attributes"": {""special_rule_enabled_1"": true}}]",,ITEMS,,,,2026-04-17T11:07:26,,,,p_1775802236,inside
p_1776391968_7380,2343.324228565293,2608.3849270916976,,,EQUIPMENT_AND_VEHICLE,Equipment and Vehicle,,解体,"[{""cat_id"": ""SALVAGE"", ""category"": ""解体"", ""cat_name_en"": ""Salvage"", ""item_id"": ""LAWNMOWER"", ""item_name_jp"": ""芝刈り機"", ""item_name_en"": ""Lawnmower"", ""qty"": ""2"", ""attributes"": {}}]",,EQUIPMENT_AND_VEHICLE,,,,2026-04-17T11:13:36,,,,p_1775802236,inside
